Date,EURO,Platinum,Gold,Crude Oil,Silver,Ethereum,Yeng,^DJI,BITCOIN,new_cases,new_deaths
"[2019, 8, 22]",1.108401656,859.2999878,1497.300049,55.34999847,17.01399994,194.7062073,0.009413,26252.24023,10407.96484,0,0
"[2019, 8, 23]",,852.5,1526.599976,54.16999817,17.39500046,,0.009512,25628.90039,10159.96094,0,0
"[2019, 8, 25]",1.114305496,863.5999756,,,,188.9293671,,,10370.82031,0,0
"[2019, 8, 26]",1.110370874,855,1526.300049,53.63999939,17.62400055,187.5166473,0.009432,25898.83008,10185.5,0,0
"[2019, 8, 27]",1.109004021,865.4000244,1541,54.93000031,18.13899994,173.8899689,0.009467,25777.90039,9754.422852,0,0
"[2019, 8, 28]",1.108585954,906.0999756,1537.800049,55.77999878,18.30400085,169.5167389,0.009444,26036.09961,9510.200195,0,0
"[2019, 8, 29]",1.106194735,917.5,1526.5,56.70999908,18.16699982,168.8348694,0.009388,26362.25,9598.173828,0,0
"[2019, 8, 30]",,929.5999756,1519.099976,55.09999847,18.18499947,,0.009421,26403.2793,9630.664063,0,0
"[2019, 9, 1]",1.09917891,940.5999756,,,,178.3473511,,,10346.76074,0,0
"[2019, 9, 2]",1.096852064,,,,,179.4993286,,,10623.54004,0,0
"[2019, 9, 3]",1.097453952,953.5999756,1545.900024,53.93999863,19.07900047,175.9928894,0.00944,26118.01953,10594.49316,0,0
"[2019, 9, 4]",1.103497028,982.5999756,1550.300049,56.25999832,19.39100075,174.2171326,0.009406,26355.4707,10575.5332,0,0
"[2019, 9, 5]",1.10363102,962.0999756,1515.400024,56.29999924,18.65600014,169.9561768,0.009355,26728.15039,10353.30273,0,0
"[2019, 9, 6]",,956.9000244,1506.199951,56.52000046,17.96800041,,0.009361,26797.46094,10517.25488,0,0
"[2019, 9, 8]",1.102061987,950.7999878,,,,181.1494751,,,10334.97461,0,0
"[2019, 9, 9]",1.104838133,951.0999756,1502.199951,57.84999847,18.0189991,179.7871704,0.009336,26835.50977,10115.97559,0,0
"[2019, 9, 10]",1.105033398,935.2000122,1490.300049,57.40000153,18.04100037,178.7254944,0.009312,26909.42969,10178.37207,0,0
"[2019, 9, 11]",1.101345778,938.7999878,1494.400024,55.75,18.03100014,181.0160828,0.009282,27137.03906,10410.12695,0,0
"[2019, 9, 12]",1.105827689,951.7000122,1498.699951,55.09000015,18.04100037,181.1097107,0.009247,27182.44922,10360.54688,0,0
"[2019, 9, 13]",,951.2999878,1490.900024,54.84999847,17.43600082,,0.009247,27219.51953,10358.04883,0,0
"[2019, 9, 15]",1.108340263,959.5,,,,197.1131744,,,10276.79395,0,0
"[2019, 9, 16]",1.100594401,938.2999878,1503.099976,62.90000153,17.90099907,208.6087646,0.009263,27076.82031,10241.27246,0,0
"[2019, 9, 17]",1.107468724,943.2999878,1505.099976,59.34000015,18.01600075,211.3930359,0.009262,27110.80078,10198.24805,0,0
"[2019, 9, 18]",1.10314393,933.7000122,1507.5,58.11000061,17.79500008,221.2808685,0.009249,27147.08008,10266.41504,0,0
"[2019, 9, 19]",1.104850292,941.5,1498.400024,58.13000107,17.77300072,218.0500641,0.00928,27094.78906,10181.6416,0,0
"[2019, 9, 20]",,941.7999878,1507.300049,58.09000015,17.73800087,,0.009304,26935.07031,10019.7168,0,0
"[2019, 9, 22]",1.101904154,951.2000122,,,,201.9213104,,,9729.324219,0,0
"[2019, 9, 23]",1.099372268,952.2999878,1523.699951,58.63999939,18.60000038,168.110733,0.009321,26949.99023,8620.566406,0,0
"[2019, 9, 24]",1.101685524,953.7999878,1532.099976,57.29000092,18.5170002,170.8927002,0.009358,26807.76953,8486.993164,0,0
"[2019, 9, 25]",1.095290303,926.2999878,1504.599976,56.49000168,17.96199989,166.7271271,0.009289,26970.71094,8118.967773,0,0
"[2019, 9, 26]",1.092275381,935,1507.5,56.40999985,17.8010006,174.7109985,0.009288,26891.11914,8251.845703,0,0
"[2019, 9, 27]",,931,1499.099976,55.90999985,17.55200005,,0.009283,26820.25,8245.915039,0,0
"[2019, 9, 29]",1.094271421,938.2000122,,,,179.8722076,,,8293.868164,0,0
"[2019, 9, 30]",1.089965701,883.4000244,1465.699951,54.06999969,16.89800072,177.3404236,0.009261,26916.83008,8343.276367,0,0
"[2019, 10, 1]",1.0934937,879.5999756,1482,53.61999893,17.20199966,180.7105103,0.009291,26573.03906,8393.041992,0,0
"[2019, 10, 2]",1.096370935,888.2999878,1501,52.63999939,17.59199905,175.1993408,0.009336,26078.61914,8259.992188,0,0
"[2019, 10, 3]",1.097538233,889,1507.099976,52.45000076,17.58499908,176.9850006,0.009361,26201.03906,8205.939453,0,0
"[2019, 10, 4]",,881.7000122,1506.199951,52.81000137,17.54000092,,0.009363,26573.7207,8151.500488,0,0
"[2019, 10, 6]",1.098659635,884.9000244,,,,181.1863251,,,8245.623047,0,0
"[2019, 10, 7]",1.09721303,883.2000122,1497.699951,52.75,17.45700073,182.0215607,0.009324,26478.01953,8228.783203,0,0
"[2019, 10, 8]",1.096010566,885.2999878,1497.199951,52.63000107,17.61700058,193.2932587,0.00934,26164.03906,8595.740234,0,0
"[2019, 10, 9]",1.098780394,891.9000244,1506.099976,52.59000015,17.72800064,191.6596832,0.009301,26346.00977,8586.473633,0,0
"[2019, 10, 10]",1.101103306,903.0999756,1494.800049,53.54999924,17.52000046,182.5696869,0.009267,26496.66992,8321.756836,0,0
"[2019, 10, 11]",,895.5,1482.699951,54.70000076,17.46199989,,0.009214,26816.58984,8336.555664,0,0
"[2019, 10, 13]",1.103000402,897.7000122,,,,186.960907,,,8374.686523,0,0
"[2019, 10, 14]",1.102900624,894.5999756,1491.699951,53.59000015,17.63400078,181.4060516,,26787.35938,8205.369141,0,0
"[2019, 10, 15]",1.10347271,884.4000244,1477.599976,52.81000137,17.30800056,176.013504,0.009207,27024.80078,8047.526855,0,0
"[2019, 10, 16]",1.107493281,886.5,1488,53.36000061,17.35099983,178.0283508,0.009213,27001.98047,8103.911133,0,0
"[2019, 10, 17]",1.112718344,889,1492.300049,53.93000031,17.5359993,173.6213379,0.009219,27025.88086,7973.20752,0,0
"[2019, 10, 18]",,892.2999878,1488.199951,53.77999878,17.50200081,,0.009238,26770.19922,7988.560547,0,0
"[2019, 10, 20]",1.115573406,895.5999756,,,,174.92099,,,8243.720703,0,0
"[2019, 10, 21]",1.115175366,888.5,1482.400024,53.31000137,17.52599907,172.3008575,0.009224,26827.64063,8078.203125,0,0
"[2019, 10, 22]",1.112928867,892.2999878,1481.699951,54.15999985,17.43700027,162.4027863,0.009236,26788.09961,7514.671875,0,0
"[2019, 10, 23]",1.113238573,918.4000244,1489.900024,55.97000122,17.5170002,162.1685333,0.009218,26833.94922,7493.48877,0,0
"[2019, 10, 24]",1.110395551,921.5999756,1498.900024,56.22999954,17.73900032,181.5232086,0.00922,26805.5293,8660.700195,0,0
"[2019, 10, 25]",,929.0999756,1499.5,56.65999985,17.86100006,,0.009213,26958.06055,9244.972656,0,0
"[2019, 10, 28]",1.108426213,914.7000122,1490,55.81000137,17.81599998,182.6628113,0.009186,27090.7207,9256.148438,0,0
"[2019, 10, 29]",1.109914899,920.7000122,1487,55.54000092,17.77099991,190.3425751,0.009201,27071.46094,9427.6875,0,0
"[2019, 10, 30]",1.111481667,926.5999756,1493.199951,55.06000137,17.81500053,184.6921692,0.009187,27186.68945,9205.726563,0,0
"[2019, 10, 31]",1.115448952,930,1511.400024,54.18000031,18.01399994,183.9669342,0.009268,27046.23047,9199.584961,0,0
"[2019, 11, 1]",1.115710258,950.2999878,1508,56.20000076,18.00399971,183.9699097,0.009244,27347.35938,9261.104492,0,0
"[2019, 11, 3]",,954.7999878,,,,,,,9235.354492,0,0
"[2019, 11, 4]",1.116657138,935.0999756,1508,56.54000092,18.01399994,186.3551941,0.009212,27462.10938,9412.612305,0,0
"[2019, 11, 5]",1.1128546,926.7999878,1480.800049,57.22999954,17.51600075,189.3041687,0.009162,27492.63086,9342.527344,0,0
"[2019, 11, 6]",1.107419729,928.2999878,1490.199951,56.34999847,17.55800056,191.5938416,0.009186,27492.56055,9360.879883,0,0
"[2019, 11, 7]",1.10703969,910.5999756,1464.199951,57.15000153,16.96999931,187.976532,0.009152,27674.80078,9267.561523,0,0
"[2019, 11, 8]",1.101969719,889.4000244,1461.300049,57.24000168,16.78300095,184.2114716,0.009165,27681.24023,8804.880859,0,0
"[2019, 11, 10]",,892.0999756,,,,,,,9055.526367,0,0
"[2019, 11, 11]",1.102244258,877.2999878,1455.5,56.86000061,16.76199913,185.4896545,0.009175,27691.49023,8757.788086,0,0
"[2019, 11, 12]",1.103545666,866.5999756,1452.099976,56.79999924,16.67700005,186.8434143,0.009181,27691.49023,8815.662109,0,0
"[2019, 11, 13]",1.101236701,871.5,1461.699951,57.11999893,16.89800072,188.2587433,0.009196,27783.58984,8808.262695,0,0
"[2019, 11, 14]",1.101321578,879.7999878,1471.800049,56.77000046,17.01300049,185.9996338,0.009228,27781.96094,8708.094727,0,0
"[2019, 11, 15]",1.102049828,891.5,1467.300049,57.72000122,16.93300056,180.5211792,0.009189,28004.89063,8491.992188,0,0
"[2019, 11, 17]",,892.7000122,,,,,,,8577.975586,0,0
"[2019, 11, 18]",1.105509877,892.2000122,1470.900024,57.04999924,16.98500061,180.5596008,0.009204,28036.2207,8309.286133,0,0
"[2019, 11, 19]",1.107235789,909.0999756,1473.300049,55.20999908,17.10300064,177.4555511,0.009227,27934.01953,8206.145508,0,0
"[2019, 11, 20]",1.108000159,917.2000122,1473.300049,57.11000061,17.10000038,175.6983337,0.009218,27821.08984,8027.268066,0,0
"[2019, 11, 21]",1.107885957,914.7000122,1463.099976,58.58000183,17.04999924,161.4627228,0.009214,27766.28906,7642.75,0,0
"[2019, 11, 22]",1.106586337,889.7999878,1463.099976,57.77000046,16.98500061,150.2681732,0.009216,27875.61914,7296.577637,0,0
"[2019, 11, 24]",,894.5999756,,,,,,,7047.916992,0,0
"[2019, 11, 25]",1.102256298,897.5,1456.599976,58.00999832,16.87100029,146.476532,0.009186,28066.4707,7146.133789,0,0
"[2019, 11, 26]",1.101442933,908.7999878,1459.800049,58.40999985,17.03000069,148.9650574,0.00918,28121.67969,7218.371094,0,0
"[2019, 11, 27]",1.102256298,898.7000122,1453.400024,58.11000061,16.91200066,153.0105438,0.009134,28164,7531.663574,0,0
"[2019, 11, 28]",1.100485325,,,,,151.7175751,,,7463.105957,0,0
"[2019, 11, 29]",1.101176143,,,,,155.3041534,,28051.41016,7761.243652,0,0
"[2019, 12, 1]",,898.5999756,,,,,,,7424.29248,0,0
"[2019, 12, 2]",1.101904154,897.2999878,1462.300049,55.95999908,16.83600044,149.0591583,0.009183,27783.03906,7321.988281,0,0
"[2019, 12, 3]",1.107910514,909.2000122,1478.199951,56.09999847,17.125,147.9564209,0.009217,27502.81055,7320.145508,0,0
"[2019, 12, 4]",1.108524561,899.5,1474,58.43000031,16.79700089,146.7477417,0.009186,27649.7793,7252.034668,0,0
"[2019, 12, 5]",1.108303428,898.5,1476.900024,58.43000031,16.94199944,149.2489929,0.009201,27677.78906,7448.307617,0,0
"[2019, 12, 6]",1.110543489,896.7999878,1459.099976,59.20000076,16.4810009,149.1944427,0.009215,28015.06055,7546.996582,0,0
"[2019, 12, 8]",,898.5,,,,,,,7564.345215,0,0
"[2019, 12, 9]",1.105888844,896.4000244,1459.300049,59.02000046,16.53199959,148.2251587,0.009209,27909.59961,7400.899414,0,0
"[2019, 12, 10]",1.106499434,920.5,1462.599976,59.24000168,16.59600067,146.2670441,0.009201,27881.7207,7278.119629,0,0
"[2019, 12, 11]",1.109274626,937.4000244,1469.400024,58.75999832,16.74399948,143.6080017,0.009219,27911.30078,7217.427246,0,0
"[2019, 12, 12]",1.113585711,942.7000122,1466.699951,59.18000031,16.84499931,145.6040039,0.009148,28132.05078,7243.134277,0,0
"[2019, 12, 13]",1.118605733,926.7000122,1475.599976,60.06999969,16.91200066,144.9447479,0.009148,28135.38086,7269.68457,0,0
"[2019, 12, 15]",,928.5,,,,,,,7152.301758,0,0
"[2019, 12, 16]",1.11244607,929.2999878,1475,60.20999908,17.0189991,133.6140289,0.009134,28235.89063,6932.480469,0,0
"[2019, 12, 17]",1.11369741,927.7999878,1474.599976,60.93999863,16.97800064,122.6038895,0.009155,28267.16016,6640.515137,0,0
"[2019, 12, 18]",1.115138054,933.7000122,1472.599976,60.93000031,16.95299911,133.0921936,0.009146,28239.2793,7276.802734,0,0
"[2019, 12, 19]",1.11159277,933.5,1478.199951,61.22000122,17.05800056,129.3211365,0.009168,28376.96094,7202.844238,0,0
"[2019, 12, 20]",1.112594604,912.0999756,1474.699951,60.43999863,17.12800026,129.0660553,0.009151,28455.08984,7218.816406,0,0
"[2019, 12, 22]",,918.5999756,,,,,,,7511.588867,0,0
"[2019, 12, 23]",1.107984066,936.7000122,1482.5,60.52000046,17.40299988,128.61409,0.009158,28551.5293,7355.628418,0,0
"[2019, 12, 24]",1.109385371,,,,,129.0638885,,28515.44922,7322.532227,0,0
"[2019, 12, 25]",1.109016299,,,,,126.454628,,,7275.155762,0,0
"[2019, 12, 26]",1.109545469,952.0999756,1509.300049,61.68000031,17.8939991,126.3612213,0.009134,28621.39063,7238.966797,0,0
"[2019, 12, 27]",1.110111952,949.2999878,1513.800049,61.72000122,17.84900093,127.2146149,0.009147,28645.25977,7290.088379,0,0
"[2019, 12, 29]",,956.5,,,,,0.009173,,7422.652832,0,0
"[2019, 12, 30]",1.118230462,957.7000122,1514.5,61.68000031,17.90800095,132.6334839,0.009193,28462.14063,7292.995117,0,0
"[2019, 12, 31]",1.120229721,971.4000244,1519.5,61.06000137,17.82799911,129.6108551,0.009214,28538.43945,7193.599121,27,0
"[2020, 1, 1]",1.122082591,,,,,130.802002,,,7200.174316,0,0
"[2020, 1, 2]",1.122082591,978.5999756,1524.5,61.18000031,17.9659996,127.4101868,0.009217,28868.80078,6985.470215,0,0
"[2020, 1, 3]",1.11714375,984.5,1549.199951,63.04999924,18.06800079,134.1717224,0.009262,28634.88086,7344.884277,17,0
"[2020, 1, 5]",,989.0999756,1571.300049,,18.21500015,,,,7411.317383,15,0
"[2020, 1, 6]",1.116196036,960.4000244,1566.199951,63.27000046,18.09700012,144.3041534,0.009224,28703.38086,7769.219238,0,0
"[2020, 1, 7]",1.119799495,966,1571.800049,62.70000076,18.31599998,143.5439911,0.009217,28583.67969,8163.692383,0,0
"[2020, 1, 8]",1.115473866,959,1557.400024,59.61000061,18.08799934,141.2581329,0.009158,28745.08984,8079.862793,0,0
"[2020, 1, 9]",1.111321092,967.0999756,1551.699951,59.56000137,17.86000061,138.9792023,0.009132,28956.90039,7879.071289,0,0
"[2020, 1, 10]",1.111111164,981.2000122,1557.5,59.04000092,18.03300095,143.9637756,0.009131,28823.76953,8166.554199,0,0
"[2020, 1, 12]",,981.9000244,1559.900024,,18.07500076,,0.0091605,,8192.494141,0,0
"[2020, 1, 13]",1.111666918,977.2999878,1548.400024,58.08000183,17.9260006,144.226593,0.009098,28907.05078,8144.194336,1,0
"[2020, 1, 14]",1.113573313,982.2000122,1542.400024,58.22999954,17.67399979,165.955368,0.009108,28939.66992,8827.764648,0,0
"[2020, 1, 15]",1.113089919,1020.400024,1552.099976,57.81000137,17.92300034,166.2306824,0.009113,29030.2207,8807.010742,1,1
"[2020, 1, 16]",1.115400434,995.7000122,1549,58.52000046,17.875,164.3910065,0.009094,29297.64063,8723.786133,0,0
"[2020, 1, 17]",1.113957882,1019.400024,1558.800049,58.54000092,18.01300049,170.779953,0.009093,29348.09961,8929.038086,5,0
"[2020, 1, 19]",,1031.5,1557.300049,,18.04500008,,0.0091025,,8706.245117,136,1
"[2020, 1, 20]",1.109459281,,,,,167.1205139,,,8657.642578,20,0
"[2020, 1, 21]",1.10969317,1002,1556.400024,58.34000015,17.75099945,169.6971588,0.009122,29196.03906,8745.894531,153,3
"[2020, 1, 22]",1.108561397,1015.799988,1555.300049,56.74000168,17.77099991,168.2941589,0.009113,29186.26953,8680.875977,142,11
"[2020, 1, 23]",1.109643936,1001.700012,1564.599976,55.59000015,17.77300072,162.9285583,0.009141,29160.08984,8406.515625,97,0
"[2020, 1, 24]",1.105522037,1005.200012,1571.099976,54.18999863,18.05699921,163.051178,0.009164,28989.73047,8445.43457,266,9
"[2020, 1, 26]",,1005.900024,1582.300049,52.63999939,18.24500084,,0.0092155,,8596.830078,673,15
"[2020, 1, 27]",1.102535844,985.9000244,1576.800049,53.13999939,18,170.9308929,0.009191,28535.80078,8909.819336,797,25
"[2020, 1, 28]",1.101976991,990.0999756,1569.199951,53.47999954,17.40200043,176.3703308,0.009172,28722.84961,9358.589844,1767,25
"[2020, 1, 29]",1.102256298,968.5999756,1569.800049,53.33000183,17.43099976,175.0503387,0.009179,28734.44922,9316.629883,1480,26
"[2020, 1, 30]",1.101685524,977.0999756,1583.5,52.13999939,17.95199966,184.6904755,0.0092,28859.43945,9508.993164,1756,38
"[2020, 1, 31]",1.102912784,959.2000122,1582.900024,51.56000137,17.97200012,180.1601715,0.009236,28256.0293,9350.529297,2003,43
"[2020, 2, 2]",,966.0999756,1593.5,51.00999832,18.06999969,,0.0092465,,9344.365234,2608,46
"[2020, 2, 3]",1.108979464,968,1577.199951,50.11000061,17.63999939,189.8650665,0.009209,28399.81055,9293.521484,2818,57
"[2020, 2, 4]",1.106292605,963.4000244,1550.400024,49.61000061,17.52799988,189.2506104,0.009138,28807.63086,9180.962891,3243,65
"[2020, 2, 5]",1.104728222,984.4000244,1557.800049,50.75,17.56900024,204.2302399,0.009111,29290.84961,9613.423828,3907,66
"[2020, 2, 6]",1.100231051,964.7000122,1565.099976,50.95000076,17.78899956,212.3390808,0.009098,29379.76953,9729.801758,3751,72
"[2020, 2, 7]",1.098297596,966.5999756,1568.599976,50.31999969,17.66500092,222.7260742,0.009117,29102.50977,9795.943359,3218,73
"[2020, 2, 9]",,970.2000122,1577.300049,49.75999832,17.71999931,,0.009137,,10116.67383,2619,89
"[2020, 2, 10]",1.09493053,964.2999878,1574.699951,49.56999969,17.75799942,223.5227051,0.009119,29276.82031,9856.611328,2988,97
"[2020, 2, 11]",1.091345668,970.9000244,1565.599976,49.93999863,17.57299995,235.8511963,0.009115,29276.33984,10208.23633,2565,108
"[2020, 2, 12]",1.091941476,964.5,1567.400024,51.16999817,17.47800064,265.4061279,0.009087,29551.41992,10326.05469,2072,97
"[2020, 2, 13]",1.087594867,971.9000244,1575.099976,51.41999817,17.60000038,268.0992737,0.009108,29423.31055,10214.37988,15151,255
"[2020, 2, 14]",1.08459866,966,1582.699951,52.04999924,17.71500015,284.2174988,0.009112,29398.08008,10312.11621,4215,13
"[2020, 2, 16]",,968.9000244,1585.800049,52.18000031,17.69000053,,0.0091185,,9934.433594,2162,142
"[2020, 2, 17]",1.084175348,,,,,266.3634338,,,9690.142578,2067,106
"[2020, 2, 18]",1.084010839,991.2999878,1600,52.04999924,18.13100052,281.9445801,0.009115,29232.18945,10141.99609,1995,98
"[2020, 2, 19]",1.079540491,1001.700012,1607.5,53.29000092,18.29199982,259.7639771,0.008975,29348.0293,9633.386719,1864,139
"[2020, 2, 20]",1.081009865,976.2000122,1616.599976,53.77999878,18.30900002,257.9494629,0.008935,29219.98047,9608.475586,532,116
"[2020, 2, 21]",1.078799844,973.4000244,1644.599976,53.38000107,18.52099991,265.6006165,0.00897,28992.41016,9686.441406,996,119
"[2020, 2, 23]",,977.5,1667.5,52.08000183,18.64500046,,0.008971,,9924.515625,1008,104
"[2020, 2, 24]",1.083905101,971.7000122,1672.400024,51.43000031,18.86800003,265.2164307,0.009039,27960.80078,9650.174805,527,156
"[2020, 2, 25]",1.08491993,929.7999878,1646.900024,49.90000153,18.18300056,247.8175964,0.009094,27081.35938,9341.705078,793,79
"[2020, 2, 26]",1.088199615,912.2999878,1640,48.72999954,17.82600021,225.6802673,0.009083,26957.58984,8820.522461,863,64
"[2020, 2, 27]",1.08858943,904.2999878,1643.099976,46.81000137,17.79999924,226.7533875,0.0091295,25766.64063,8784.494141,1106,38
"[2020, 2, 28]",1.099722862,905.5,1642.5,47.09000015,17.65800095,226.760498,0.0092615,25409.35938,8672.455078,1264,57
"[2020, 3, 1]",,852.4000244,1564.099976,44.56999969,16.53499985,,0.009293,,8562.454102,1821,58
"[2020, 3, 2]",1.105131149,864.7000122,1566.699951,44.75999832,16.38699913,230.5697937,0.0092415,26703.32031,8869.669922,2044,67
"[2020, 3, 3]",1.114404798,859.4000244,1594.800049,46.75,16.67900085,224.4796295,0.009355,25917.41016,8787.786133,1595,72
"[2020, 3, 4]",1.11806798,869.2999878,1644.400024,47.18000031,17.12899971,224.5179749,0.009296,27090.85938,8755.246094,2413,84
"[2020, 3, 5]",1.113908291,875.2000122,1643,46.77999878,17.18700027,229.2681885,0.0094225,26121.2793,9078.762695,2239,80
"[2020, 3, 6]",1.122384906,865.7000122,1668,45.90000153,17.34199905,243.5253143,0.009497,25864.7793,9122.545898,2856,103
"[2020, 3, 8]",,896.4000244,1670.800049,32.54000092,17.53000069,,0.0096205,,8108.116211,3691,97
"[2020, 3, 9]",1.138602018,896.4000244,1672.400024,41.27999878,17.2140007,201.9863281,0.00972,23851.01953,7923.644531,3871,229
"[2020, 3, 10]",1.139796019,862.7999878,1675.699951,31.12999916,17.00099945,200.7672577,0.0095205,25018.16016,7909.729492,4537,209
"[2020, 3, 11]",1.131650567,869.4000244,1660.300049,34.36000061,16.90600014,194.868515,0.009564,23553.2207,7911.430176,4378,269
"[2020, 3, 12]",1.126151562,868.2000122,1642.300049,32.97999954,16.72900009,112.3471298,0.009555,21200.61914,4970.788086,6887,326
"[2020, 3, 13]",1.118493199,763.2999878,1590.300049,32.93000031,14.68500042,133.2018127,0.0093065,23185.61914,5563.707031,8352,351
"[2020, 3, 15]",,756.9000244,1515.699951,30.40999985,14.76500034,,0.009471,,5392.314941,8140,354
"[2020, 3, 16]",1.115536094,743.9000244,1516.699951,31.72999954,14.5,110.6058731,0.009477,20188.51953,5014.47998,16051,746
"[2020, 3, 17]",1.11632061,669.7000122,1539.5,26.44000053,12.75500011,113.9427567,0.009357,21237.38086,5225.629395,12745,596
"[2020, 3, 18]",1.101552129,646.0999756,1500.099976,23.60000038,12.27000046,114.8422699,0.0092795,19898.91992,5238.438477,14750,770
"[2020, 3, 19]",1.09615469,594.2000122,1471.699951,25.88999939,12.11999989,136.5938568,0.0090475,20087.18945,6191.192871,18345,970
